Activity,Resource,Weekday,Case,Anomaly
132,4,0,5,0
133,4,3,5,0
135,4,0,5,0
155,3,1,5,0
157,3,1,5,0
158,3,1,5,0
159,3,1,5,0
165,4,0,5,0
170,4,0,5,0
172,4,0,5,0
183,4,0,5,0
196,4,0,5,0
197,4,0,5,0
201,4,0,5,0
203,4,0,5,0
206,4,0,5,0
207,4,2,5,0
209,4,0,5,0
213,4,0,5,0
214,4,2,5,0
216,4,0,5,0
231,4,0,5,0
276,4,0,5,0
316,4,0,5,0
0,3,1,7,0
24,3,1,7,0
26,3,1,7,0
28,7,2,7,0
29,7,1,7,0
31,7,1,7,0
32,7,1,7,0
33,7,1,7,0
34,7,1,7,0
36,7,1,7,0
41,7,1,7,0
42,7,1,7,0
48,7,1,7,0
50,7,1,7,0
54,7,1,7,0
56,7,1,7,0
64,7,1,7,0
69,7,1,7,0
74,7,1,7,0
78,7,1,7,0
80,7,1,7,0
86,7,1,7,0
87,7,1,7,0
88,7,1,7,0
95,7,1,7,0
109,7,1,7,0
110,7,1,7,0
112,7,3,7,0
118,7,3,7,0
123,7,3,7,0
127,7,3,7,0
128,7,3,7,0
136,7,3,7,0
137,7,4,7,0
155,3,1,7,0
159,3,1,7,0
165,7,1,7,0
170,7,1,7,0
172,7,1,7,0
183,7,1,7,0
196,7,1,7,0
276,7,1,7,0
277,7,1,7,0
316,7,1,7,0
362,7,1,7,0
0,7,1,8,0
26,7,1,8,0
27,7,1,8,0
28,5,2,8,0
29,5,2,8,0
31,5,2,8,0
32,5,2,8,0
33,5,2,8,0
34,5,2,8,0
39,5,2,8,0
41,5,2,8,0
42,5,2,8,0
45,3,3,8,0
46,3,3,8,0
52,5,2,8,0
53,5,2,8,0
56,5,2,8,0
64,5,2,8,0
67,5,2,8,0
69,5,2,8,0
76,5,2,8,0
77,5,2,8,0
80,5,2,8,0
86,5,2,8,0
87,5,2,8,0
88,5,2,8,0
95,5,2,8,0
109,5,2,8,0
110,5,2,8,0
112,5,2,8,0
115,7,1,8,0
116,7,1,8,0
118,7,1,8,0
123,7,1,8,0
124,7,1,8,0
127,7,1,8,0
128,7,1,8,0
130,7,1,8,0
131,7,1,8,0
132,7,1,8,0
133,7,0,8,0
135,7,1,8,0
155,7,1,8,0
157,3,0,8,0
158,3,0,8,0
159,3,0,8,0
165,5,2,8,0
170,5,2,8,0
172,5,2,8,0
183,5,2,8,0
196,3,3,8,0
197,3,3,8,0
201,3,3,8,0
203,3,3,8,0
206,3,3,8,0
207,3,2,8,0
209,3,3,8,0
213,3,3,8,0
214,3,2,8,0
216,3,3,8,0
231,5,2,8,0
276,5,2,8,0
316,5,2,8,0
0,4,0,11,0
26,4,0,11,0
27,4,0,11,0
28,4,3,11,0
29,4,4,11,0
31,4,4,11,0
32,4,4,11,0
33,4,4,11,0
34,4,4,11,0
39,4,4,11,0
41,4,4,11,0
42,4,4,11,0
45,4,4,11,0
52,4,4,11,0
53,4,4,11,0
56,4,4,11,0
64,4,4,11,0
67,4,4,11,0
69,4,4,11,0
76,4,4,11,0
77,4,4,11,0
80,4,4,11,0
86,4,4,11,0
87,4,4,11,0
88,4,4,11,0
95,4,4,11,0
109,4,4,11,0
110,4,4,11,0
112,4,4,11,0
115,4,4,11,0
116,4,1,11,0
118,4,4,11,0
123,4,4,11,0
124,4,4,11,0
127,4,4,11,0
128,4,1,11,0
128,4,4,11,0
130,4,4,11,0
131,4,4,11,0
132,4,4,11,0
133,4,1,11,0
135,4,4,11,0
155,4,5,11,0
157,4,0,11,0
158,4,0,11,0
159,4,0,11,0
165,4,4,11,0
170,4,4,11,0
172,4,4,11,0
183,4,4,11,0
196,4,4,11,0
197,4,4,11,0
201,4,4,11,0
203,4,4,11,0
206,4,4,11,0
207,4,2,11,0
209,4,4,11,0
213,4,4,11,0
214,4,2,11,0
216,4,4,11,0
231,4,4,11,0
276,4,4,11,0
316,4,4,11,0
0,4,0,12,0
26,4,0,12,0
27,4,0,12,0
28,8,0,12,0
29,8,1,12,0
31,8,1,12,0
32,8,1,12,0
33,8,1,12,0
34,8,1,12,0
39,8,1,12,0
41,3,3,12,0
42,3,1,12,0
45,7,3,12,0
52,3,3,12,0
53,3,3,12,0
56,3,3,12,0
64,7,3,12,0
67,7,3,12,0
69,7,3,12,0
76,7,3,12,0
77,7,3,12,0
80,7,3,12,0
86,7,3,12,0
87,7,3,12,0
88,7,3,12,0
95,7,3,12,0
109,7,3,12,0
110,7,3,12,0
112,7,3,12,0
115,7,4,12,0
116,7,3,12,0
118,7,4,12,0
123,7,4,12,0
124,7,4,12,0
127,7,4,12,0
128,7,4,12,0
130,7,4,12,0
131,7,4,12,0
132,7,4,12,0
133,7,0,12,0
135,7,4,12,0
155,4,5,12,0
157,4,0,12,0
158,4,0,12,0
159,4,0,12,0
165,8,1,12,0
170,8,1,12,0
172,8,1,12,0
183,8,1,12,0
231,7,3,12,0
276,7,3,12,0
316,7,3,12,0
0,4,2,13,0
26,4,2,13,0
27,4,2,13,0
28,7,3,13,0
29,4,1,13,0
31,4,1,13,0
32,4,1,13,0
33,7,1,13,0
33,4,1,13,0
34,4,1,13,0
34,7,1,13,0
39,4,1,13,0
41,4,3,13,0
41,4,1,13,0
42,4,1,13,0
42,4,3,13,0
45,4,2,13,0
52,4,1,13,0
53,4,1,13,0
56,4,1,13,0
64,4,1,13,0
67,4,1,13,0
69,4,1,13,0
76,4,1,13,0
77,4,1,13,0
80,4,1,13,0
86,4,1,13,0
87,4,1,13,0
88,4,1,13,0
95,4,1,13,0
109,4,2,13,0
110,4,2,13,0
112,4,2,13,0
115,4,1,13,0
116,4,1,13,0
118,4,1,13,0
123,4,1,13,0
124,4,1,13,0
127,4,1,13,0
128,4,1,13,0
130,4,1,13,0
131,4,1,13,0
132,4,1,13,0
133,4,1,13,0
135,4,1,13,0
155,4,2,13,0
157,4,2,13,0
158,4,2,13,0
159,4,2,13,0
165,4,1,13,0
170,4,1,13,0
172,4,1,13,0
183,4,1,13,0
196,4,2,13,0
197,4,2,13,0
201,4,2,13,0
203,4,2,13,0
206,4,2,13,0
206,4,2,13,0
207,4,2,13,0
209,4,2,13,0
213,4,2,13,0
214,4,2,13,0
216,4,2,13,0
231,4,1,13,0
276,4,1,13,0
316,4,2,13,0
317,4,2,13,0
318,4,2,13,0
0,3,0,14,0
26,3,0,14,0
27,3,0,14,0
28,8,0,14,0
29,8,0,14,0
31,8,0,14,0
32,8,0,14,0
33,8,0,14,0
34,8,0,14,0
39,8,0,14,0
41,8,0,14,0
42,8,0,14,0
52,5,0,14,0
53,5,0,14,0
56,5,0,14,0
64,5,0,14,0
67,5,0,14,0
69,5,0,14,0
76,5,0,14,0
77,5,0,14,0
80,5,0,14,0
86,5,0,14,0
87,5,0,14,0
88,5,0,14,0
95,5,0,14,0
109,5,0,14,0
110,5,0,14,0
112,8,1,14,0
115,8,1,14,0
116,8,1,14,0
118,8,1,14,0
123,8,1,14,0
124,8,1,14,0
127,8,1,14,0
128,8,1,14,0
130,8,1,14,0
131,8,1,14,0
132,8,1,14,0
133,8,4,14,0
135,8,1,14,0
155,3,0,14,0
165,8,0,14,0
170,8,0,14,0
172,8,0,14,0
183,8,0,14,0
231,5,0,14,0
276,5,0,14,0
316,5,0,14,0
0,3,0,15,0
26,3,0,15,0
27,3,0,15,0
28,3,6,15,0
29,3,3,15,0
31,3,3,15,0
32,3,3,15,0
33,3,3,15,0
34,3,1,15,0
39,3,3,15,0
41,3,3,15,0
42,3,1,15,0
45,3,3,15,0
52,3,3,15,0
53,3,3,15,0
56,3,3,15,0
64,3,3,15,0
67,3,3,15,0
69,3,3,15,0
76,3,3,15,0
77,3,3,15,0
80,3,3,15,0
86,3,3,15,0
87,3,3,15,0
88,3,3,15,0
95,3,3,15,0
109,3,3,15,0
110,3,3,15,0
112,3,3,15,0
115,3,3,15,0
116,3,1,15,0
118,3,3,15,0
123,3,3,15,0
124,3,3,15,0
127,3,3,15,0
128,3,1,15,0
130,3,3,15,0
131,3,3,15,0
132,3,3,15,0
133,3,2,15,0
135,3,3,15,0
155,3,0,15,0
157,3,0,15,0
158,3,0,15,0
159,3,0,15,0
165,3,3,15,0
170,3,3,15,0
172,3,3,15,0
183,3,3,15,0
231,3,3,15,0
276,3,3,15,0
316,3,3,15,0
0,3,0,17,0
26,3,0,17,0
27,3,0,17,0
28,7,0,17,0
29,7,3,17,0
31,7,3,17,0
32,7,3,17,0
33,7,3,17,0
34,7,3,17,0
39,7,3,17,0
41,7,3,17,0
42,7,3,17,0
45,7,3,17,0
52,7,3,17,0
53,7,3,17,0
56,7,3,17,0
64,7,3,17,0
67,7,3,17,0
69,7,3,17,0
76,7,3,17,0
77,7,3,17,0
80,7,3,17,0
86,7,3,17,0
87,7,3,17,0
88,7,3,17,0
95,7,3,17,0
109,7,3,17,0
110,7,3,17,0
112,7,1,17,0
115,7,1,17,0
116,7,3,17,0
118,7,1,17,0
120,7,1,17,0
121,7,1,17,0
123,7,3,17,0
124,7,3,17,0
127,7,3,17,0
128,7,3,17,0
130,7,3,17,0
131,7,3,17,0
132,7,3,17,0
133,7,0,17,0
135,7,3,17,0
155,3,0,17,0
157,3,1,17,0
158,3,1,17,0
159,3,1,17,0
165,7,3,17,0
170,7,3,17,0
172,7,3,17,0
183,7,3,17,0
231,7,3,17,0
276,7,3,17,0
316,7,3,17,0
0,3,0,18,0
26,3,0,18,0
27,3,0,18,0
28,8,4,18,0
29,8,0,18,0
31,8,0,18,0
32,8,0,18,0
33,8,0,18,0
34,8,0,18,0
39,8,0,18,0
41,8,0,18,0
42,8,0,18,0
45,7,3,18,0
52,7,3,18,0
53,7,3,18,0
56,7,3,18,0
64,7,3,18,0
67,7,3,18,0
69,7,3,18,0
76,7,3,18,0
77,7,3,18,0
80,7,3,18,0
86,7,3,18,0
87,7,3,18,0
88,7,3,18,0
95,7,3,18,0
109,7,3,18,0
110,7,3,18,0
112,7,3,18,0
115,7,3,18,0
116,7,3,18,0
118,7,3,18,0
120,7,3,18,0
121,7,3,18,0
123,7,3,18,0
124,7,3,18,0
127,7,3,18,0
128,7,3,18,0
130,7,3,18,0
131,7,3,18,0
132,7,3,18,0
133,7,0,18,0
135,7,3,18,0
155,3,0,18,0
165,8,0,18,0
170,8,0,18,0
172,8,0,18,0
183,8,0,18,0
231,7,3,18,0
276,7,3,18,0
316,7,3,18,0
0,3,0,23,0
26,3,0,23,0
27,3,0,23,0
28,7,4,23,0
29,7,2,23,0
31,7,2,23,0
32,7,2,23,0
33,7,2,23,0
34,7,2,23,0
41,7,2,23,0
42,7,2,23,0
45,7,2,23,0
52,7,2,23,0
53,7,2,23,0
56,7,2,23,0
64,7,4,23,0
67,7,4,23,0
69,7,4,23,0
76,7,4,23,0
77,7,4,23,0
80,7,4,23,0
86,7,4,23,0
87,7,4,23,0
88,7,4,23,0
95,7,4,23,0
109,7,4,23,0
110,7,4,23,0
112,7,4,23,0
115,7,4,23,0
116,3,1,23,0
118,7,4,23,0
123,3,1,23,0
124,3,1,23,0
127,3,1,23,0
128,3,1,23,0
130,3,1,23,0
131,3,1,23,0
132,3,1,23,0
133,3,2,23,0
135,3,1,23,0
155,3,0,23,0
157,3,0,23,0
158,3,0,23,0
159,3,0,23,0
165,7,2,23,0
170,7,2,23,0
172,7,2,23,0
174,7,2,23,0
175,7,2,23,0
176,7,2,23,0
177,7,2,23,0
178,7,2,23,0
183,7,2,23,0
231,7,4,23,0
276,7,4,23,0
316,7,4,23,0
0,3,0,24,0
26,3,0,24,0
27,3,0,24,0
28,7,0,24,0
29,7,2,24,0
31,7,2,24,0
32,7,2,24,0
33,7,2,24,0
34,7,2,24,0
41,7,2,24,0
42,7,2,24,0
45,7,2,24,0
52,7,2,24,0
53,7,2,24,0
56,7,2,24,0
64,7,4,24,0
67,7,4,24,0
69,7,4,24,0
76,7,4,24,0
77,7,4,24,0
80,7,4,24,0
86,7,4,24,0
87,7,4,24,0
88,7,4,24,0
95,7,4,24,0
109,7,4,24,0
110,7,4,24,0
112,7,4,24,0
115,7,4,24,0
116,3,1,24,0
118,7,4,24,0
123,3,1,24,0
124,3,1,24,0
127,3,1,24,0
128,3,1,24,0
130,3,1,24,0
131,3,1,24,0
132,3,1,24,0
133,3,2,24,0
135,3,1,24,0
155,3,0,24,0
157,3,0,24,0
158,3,0,24,0
159,3,0,24,0
165,7,2,24,0
170,7,2,24,0
172,7,2,24,0
174,7,2,24,0
175,7,2,24,0
176,7,2,24,0
177,7,2,24,0
178,7,2,24,0
183,7,2,24,0
231,7,4,24,0
276,7,4,24,0
316,7,4,24,0
0,3,0,25,0
26,3,0,25,0
27,3,0,25,0
28,7,1,25,0
29,7,2,25,0
31,7,2,25,0
32,7,2,25,0
33,7,2,25,0
34,7,2,25,0
41,7,2,25,0
42,7,2,25,0
45,7,2,25,0
52,7,2,25,0
53,7,2,25,0
56,7,2,25,0
64,7,2,25,0
67,7,2,25,0
69,7,2,25,0
76,7,2,25,0
77,7,2,25,0
80,7,2,25,0
86,7,2,25,0
87,7,2,25,0
88,7,2,25,0
95,7,2,25,0
109,7,2,25,0
110,7,2,25,0
112,7,2,25,0
115,7,4,25,0
116,3,1,25,0
118,7,4,25,0
123,3,1,25,0
124,3,1,25,0
127,3,1,25,0
128,3,1,25,0
130,3,1,25,0
131,3,1,25,0
132,3,1,25,0
133,3,2,25,0
135,3,1,25,0
155,3,0,25,0
157,3,0,25,0
158,3,0,25,0
159,3,0,25,0
165,7,2,25,0
170,7,2,25,0
172,7,2,25,0
174,7,2,25,0
175,7,2,25,0
176,7,2,25,0
177,7,2,25,0
178,7,2,25,0
183,7,2,25,0
231,7,2,25,0
276,7,2,25,0
316,7,2,25,0
0,3,0,26,0
26,3,0,26,0
27,3,0,26,0
28,7,1,26,0
29,7,2,26,0
31,7,2,26,0
32,7,2,26,0
33,7,2,26,0
34,7,2,26,0
41,7,2,26,0
42,7,2,26,0
45,7,2,26,0
52,7,1,26,0
53,7,1,26,0
56,7,1,26,0
64,7,1,26,0
67,7,1,26,0
69,7,1,26,0
76,7,1,26,0
77,7,1,26,0
80,7,1,26,0
86,7,1,26,0
87,7,1,26,0
88,7,1,26,0
95,7,1,26,0
109,7,1,26,0
110,7,1,26,0
112,7,1,26,0
115,7,1,26,0
116,7,1,26,0
118,7,1,26,0
123,7,1,26,0
124,7,1,26,0
127,7,1,26,0
128,3,1,26,0
130,3,0,26,0
131,3,0,26,0
132,3,0,26,0
133,3,2,26,0
135,3,0,26,0
155,3,0,26,0
157,3,0,26,0
158,3,0,26,0
159,3,0,26,0
165,7,2,26,0
170,7,2,26,0
172,7,2,26,0
174,7,2,26,0
175,7,2,26,0
176,7,2,26,0
177,7,2,26,0
178,7,2,26,0
183,7,2,26,0
231,7,1,26,0
276,7,1,26,0
316,7,1,26,0
0,4,1,28,0
26,4,1,28,0
27,4,1,28,0
28,7,4,28,0
29,7,2,28,0
31,7,2,28,0
32,7,2,28,0
33,7,2,28,0
34,7,2,28,0
39,7,2,28,0
41,7,2,28,0
42,7,2,28,0
45,4,0,28,0
52,4,0,28,0
53,4,0,28,0
56,4,0,28,0
64,4,0,28,0
67,4,0,28,0
69,4,0,28,0
76,4,0,28,0
77,4,0,28,0
80,4,0,28,0
86,4,0,28,0
87,4,0,28,0
88,4,0,28,0
95,4,0,28,0
109,4,0,28,0
110,4,0,28,0
112,4,0,28,0
115,4,0,28,0
116,4,0,28,0
118,4,0,28,0
123,4,0,28,0
124,4,0,28,0
127,4,0,28,0
128,4,0,28,0
130,4,0,28,0
131,4,0,28,0
132,4,0,28,0
133,4,0,28,0
135,4,0,28,0
155,4,1,28,0
157,4,1,28,0
158,4,1,28,0
159,4,1,28,0
165,7,2,28,0
170,7,2,28,0
172,7,2,28,0
183,7,2,28,0
231,4,0,28,0
276,4,0,28,0
316,4,0,28,0
0,3,0,29,0
26,3,0,29,0
27,3,0,29,0
28,7,3,29,0
29,7,4,29,0
31,7,4,29,0
32,7,4,29,0
33,7,4,29,0
34,7,4,29,0
39,7,4,29,0
41,7,4,29,0
42,7,4,29,0
45,7,4,29,0
52,7,4,29,0
53,7,4,29,0
56,7,4,29,0
64,7,4,29,0
67,7,4,29,0
69,7,4,29,0
76,7,4,29,0
77,7,4,29,0
80,7,4,29,0
86,7,4,29,0
87,7,4,29,0
88,7,4,29,0
95,7,4,29,0
109,7,4,29,0
110,7,4,29,0
112,7,4,29,0
115,7,4,29,0
116,3,3,29,0
118,7,4,29,0
123,3,3,29,0
124,3,3,29,0
127,3,3,29,0
128,3,3,29,0
130,3,3,29,0
131,3,3,29,0
132,3,3,29,0
133,3,4,29,0
135,3,3,29,0
155,3,0,29,0
157,3,0,29,0
158,3,0,29,0
159,3,0,29,0
165,7,4,29,0
170,7,4,29,0
172,7,4,29,0
183,7,4,29,0
231,7,4,29,0
276,7,4,29,0
316,7,4,29,0
0,3,0,30,0
26,3,0,30,0
27,3,0,30,0
28,7,3,30,0
29,7,4,30,0
31,7,4,30,0
32,7,4,30,0
33,7,4,30,0
34,7,4,30,0
39,7,4,30,0
41,7,4,30,0
42,7,4,30,0
45,7,4,30,0
52,7,4,30,0
53,7,4,30,0
56,7,4,30,0
64,7,4,30,0
67,7,4,30,0
69,7,4,30,0
76,7,4,30,0
77,7,4,30,0
80,7,4,30,0
86,7,4,30,0
87,7,4,30,0
88,7,4,30,0
95,7,4,30,0
109,7,4,30,0
110,7,4,30,0
112,7,4,30,0
115,7,4,30,0
116,3,3,30,0
118,7,4,30,0
123,3,3,30,0
124,3,3,30,0
127,3,3,30,0
128,3,3,30,0
130,3,3,30,0
131,3,3,30,0
132,3,3,30,0
133,3,4,30,0
135,3,3,30,0
155,3,0,30,0
157,3,0,30,0
158,3,0,30,0
159,3,0,30,0
165,7,4,30,0
170,7,4,30,0
172,7,4,30,0
183,7,4,30,0
231,7,4,30,0
276,7,4,30,0
316,7,4,30,0
0,3,0,31,0
26,3,0,31,0
27,3,0,31,0
28,7,3,31,0
29,7,4,31,0
31,7,4,31,0
32,7,4,31,0
33,7,4,31,0
34,7,4,31,0
39,7,4,31,0
41,7,4,31,0
42,7,4,31,0
45,7,4,31,0
52,7,4,31,0
53,7,4,31,0
56,7,4,31,0
64,7,4,31,0
67,7,4,31,0
69,7,4,31,0
76,7,4,31,0
77,7,4,31,0
80,7,4,31,0
86,7,4,31,0
87,7,4,31,0
88,7,4,31,0
95,7,4,31,0
109,7,4,31,0
110,7,4,31,0
112,7,4,31,0
115,7,4,31,0
116,3,3,31,0
118,7,4,31,0
123,3,3,31,0
124,3,3,31,0
127,3,3,31,0
128,3,3,31,0
130,3,3,31,0
131,3,3,31,0
132,3,3,31,0
133,3,4,31,0
135,3,3,31,0
155,3,0,31,0
157,3,0,31,0
158,3,0,31,0
159,3,0,31,0
165,7,4,31,0
170,7,4,31,0
172,7,4,31,0
183,7,4,31,0
231,7,4,31,0
276,7,4,31,0
316,7,4,31,0
0,3,0,32,0
26,3,0,32,0
27,3,0,32,0
28,7,3,32,0
29,7,4,32,0
31,7,4,32,0
32,7,4,32,0
33,7,4,32,0
34,7,4,32,0
39,4,1,32,0
41,4,1,32,0
42,4,1,32,0
45,4,1,32,0
52,4,1,32,0
53,3,2,32,0
56,3,2,32,0
64,5,1,32,0
67,5,1,32,0
69,5,1,32,0
76,5,1,32,0
77,5,1,32,0
80,5,1,32,0
86,5,1,32,0
87,5,1,32,0
88,5,1,32,0
95,5,1,32,0
109,5,1,32,0
110,5,1,32,0
112,8,2,32,0
115,8,2,32,0
116,8,4,32,0
118,8,2,32,0
123,8,4,32,0
124,8,4,32,0
127,8,4,32,0
128,8,4,32,0
130,8,4,32,0
131,8,4,32,0
132,8,4,32,0
133,8,4,32,0
135,8,4,32,0
155,3,0,32,0
157,3,0,32,0
158,3,0,32,0
159,3,0,32,0
165,7,4,32,0
170,7,4,32,0
172,4,1,32,0
183,7,4,32,0
231,5,1,32,0
276,5,1,32,0
316,5,1,32,0
0,3,0,33,0
26,3,0,33,0
27,3,0,33,0
28,3,0,33,0
29,3,2,33,0
31,3,2,33,0
32,3,2,33,0
33,3,2,33,0
34,3,2,33,0
39,3,2,33,0
41,3,2,33,0
42,3,2,33,0
45,3,2,33,0
52,3,2,33,0
53,3,2,33,0
56,3,2,33,0
64,3,2,33,0
67,3,2,33,0
69,3,2,33,0
76,3,2,33,0
77,3,2,33,0
80,3,2,33,0
86,3,2,33,0
87,3,2,33,0
88,3,2,33,0
95,3,2,33,0
109,3,2,33,0
110,3,2,33,0
112,3,2,33,0
115,3,2,33,0
116,3,2,33,0
118,3,2,33,0
123,3,2,33,0
124,3,2,33,0
127,3,2,33,0
128,3,2,33,0
130,3,2,33,0
131,3,2,33,0
132,3,2,33,0
133,3,3,33,0
135,3,2,33,0
155,3,0,33,0
157,3,0,33,0
158,3,0,33,0
159,3,0,33,0
165,3,2,33,0
170,3,2,33,0
172,3,2,33,0
183,3,2,33,0
231,3,2,33,0
276,3,2,33,0
316,3,2,33,0
0,3,0,34,0
26,3,0,34,0
27,3,0,34,0
28,3,0,34,0
29,3,2,34,0
31,3,2,34,0
32,3,2,34,0
33,3,2,34,0
34,3,2,34,0
39,3,2,34,0
41,3,2,34,0
42,3,2,34,0
52,3,2,34,0
53,3,2,34,0
56,3,2,34,0
64,3,2,34,0
67,3,2,34,0
69,3,2,34,0
76,3,2,34,0
77,3,2,34,0
80,3,2,34,0
86,3,2,34,0
87,3,2,34,0
88,3,2,34,0
95,3,2,34,0
109,3,2,34,0
110,3,2,34,0
112,3,2,34,0
115,3,3,34,0
116,3,3,34,0
118,3,3,34,0
123,3,3,34,0
124,3,3,34,0
127,3,3,34,0
128,3,3,34,0
130,3,3,34,0
131,3,3,34,0
132,3,3,34,0
133,3,4,34,0
135,3,3,34,0
155,3,0,34,0
157,3,0,34,0
158,3,0,34,0
159,3,0,34,0
165,3,2,34,0
170,3,2,34,0
172,3,2,34,0
183,3,2,34,0
231,3,2,34,0
276,3,2,34,0
316,3,2,34,0
0,7,1,35,0
26,7,1,35,0
27,7,1,35,0
28,3,3,35,0
29,3,3,35,0
31,3,3,35,0
32,3,3,35,0
33,3,3,35,0
34,3,3,35,0
39,3,3,35,0
41,3,3,35,0
42,3,3,35,0
45,3,3,35,0
52,3,3,35,0
53,3,3,35,0
56,3,3,35,0
64,3,3,35,0
67,3,3,35,0
69,3,3,35,0
76,3,3,35,0
77,3,3,35,0
80,3,3,35,0
86,3,3,35,0
87,3,3,35,0
88,3,3,35,0
95,3,3,35,0
109,3,3,35,0
110,3,3,35,0
112,3,3,35,0
115,3,3,35,0
116,3,3,35,0
118,3,3,35,0
123,3,3,35,0
124,3,3,35,0
127,3,3,35,0
128,3,3,35,0
130,3,3,35,0
131,3,3,35,0
132,3,3,35,0
133,3,4,35,0
135,3,3,35,0
155,7,1,35,0
157,7,1,35,0
158,7,1,35,0
159,7,1,35,0
165,3,3,35,0
170,3,3,35,0
172,3,3,35,0
183,3,3,35,0
231,3,3,35,0
276,3,3,35,0
316,3,3,35,0
0,4,0,36,0
26,4,0,36,0
27,4,0,36,0
28,8,0,36,0
29,8,1,36,0
31,8,1,36,0
32,8,1,36,0
33,8,1,36,0
34,8,1,36,0
39,8,1,36,0
41,8,1,36,0
42,8,1,36,0
45,4,2,36,0
52,4,2,36,0
53,4,2,36,0
56,4,2,36,0
64,4,2,36,0
67,4,2,36,0
69,4,2,36,0
76,4,2,36,0
77,4,2,36,0
80,4,2,36,0
86,4,2,36,0
87,4,2,36,0
88,4,2,36,0
95,4,2,36,0
109,4,2,36,0
110,4,2,36,0
112,4,2,36,0
115,4,2,36,0
116,4,4,36,0
118,4,2,36,0
123,4,4,36,0
124,4,4,36,0
127,4,4,36,0
