Activity,Resource,Weekday,Case,Anomaly
a_01_HOOFD_375\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_380\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_430\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_480\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_490_1\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_490_3\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_490_4\\complete,r_560530,wd_3,15073705,0
a_01_HOOFD_495\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_505\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_510_1\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_510_2\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_520\\complete,r_560532,wd_0,15073705,0
a_01_HOOFD_530\\complete,r_560532,wd_4,15073705,0
a_01_HOOFD_805\\complete,r_560458,wd_1,15073705,0
a_01_HOOFD_810\\complete,r_560458,wd_1,15073705,0
a_02_DRZ_010\\complete,r_560532,wd_0,15073705,0
a_03_GBH_005\\complete,r_560532,wd_0,15073705,0
a_04_BPT_005\\complete,r_560532,wd_0,15073705,0
a_05_EIND_010\\complete,r_560532,wd_0,15073705,0
a_06_VD_010\\complete,r_560532,wd_0,15073705,0
a_07_OPS_010\\complete,r_560521,wd_1,15073705,0
a_07_OPS_020\\complete,r_560521,wd_1,15073705,0
a_07_OPS_050\\complete,r_560521,wd_1,15073705,0
a_07_OPS_055\\complete,r_560521,wd_1,15073705,0
a_07_OPS_060_1\\complete,r_560521,wd_1,15073705,0
a_07_OPS_060_2\\complete,r_560521,wd_1,15073705,0
a_07_OPS_070\\complete,r_560530,wd_3,15073705,0
a_07_OPS_071\\complete,r_560530,wd_3,15073705,0
a_07_OPS_080_1\\complete,r_560530,wd_3,15073705,0
a_07_OPS_080_2\\complete,r_560530,wd_3,15073705,0
a_08_AWB45_005\\complete,r_560530,wd_3,15073705,0
a_09_AH_I_010\\complete,r_560530,wd_3,15073705,0
a_11_AH_II_010\\complete,r_560530,wd_3,15073705,0
a_01_BB_540\\complete,r_560458,wd_1,15283187,0
a_01_BB_770\\complete,r_560458,wd_1,15283187,0
a_01_BB_775\\complete,r_560458,wd_1,15283187,0
a_01_HOOFD_010\\complete,r_560519,wd_3,15283187,0
a_01_HOOFD_011\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_015\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_020\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_030_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_030_2\\complete,r_560519,wd_4,15283187,0
a_01_HOOFD_061\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_065_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_065_2\\complete,r_560519,wd_4,15283187,0
a_01_HOOFD_099\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_110_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_110_2\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_180\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_195\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_196\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_200\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_250_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_250_2\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_330\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_370\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_375\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_380\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_430\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_480\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_490_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_490_2\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_490_4\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_490_5\\complete,r_560519,wd_3,15283187,0
a_01_HOOFD_491\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_495\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_500\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_510_1\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_510_2\\complete,r_560519,wd_3,15283187,0
a_01_HOOFD_510_3\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_510_4\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_515\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_516\\complete,r_560519,wd_3,15283187,0
a_01_HOOFD_519\\complete,r_560519,wd_0,15283187,0
a_01_HOOFD_810\\complete,r_560458,wd_1,15283187,0
a_01_HOOFD_814\\complete,r_560458,wd_1,15283187,0
a_01_HOOFD_815\\complete,r_560458,wd_1,15283187,0
a_01_HOOFD_820\\complete,r_560458,wd_1,15283187,0
a_02_DRZ_010\\complete,r_560519,wd_0,15283187,0
a_03_GBH_005\\complete,r_560519,wd_0,15283187,0
a_04_BPT_005\\complete,r_560519,wd_0,15283187,0
a_05_EIND_010\\complete,r_560519,wd_0,15283187,0
a_06_VD_010\\complete,r_560519,wd_0,15283187,0
a_06_VD_020\\complete,r_560519,wd_0,15283187,0
a_06_VD_030_1\\complete,r_560519,wd_0,15283187,0
a_06_VD_030_2\\complete,r_560519,wd_0,15283187,0
a_06_VD_030_4\\complete,r_560519,wd_0,15283187,0
a_06_VD_030_5\\complete,r_560519,wd_2,15283187,0
a_06_VD_035\\complete,r_560519,wd_0,15283187,0
a_06_VD_060_1\\complete,r_560519,wd_0,15283187,0
a_06_VD_060_2\\complete,r_560519,wd_2,15283187,0
a_06_VD_060_3\\complete,r_560519,wd_0,15283187,0
a_08_AWB45_005\\complete,r_560519,wd_0,15283187,0
a_09_AH_I_010\\complete,r_560519,wd_0,15283187,0
a_11_AH_II_010\\complete,r_560519,wd_0,15283187,0
a_01_BB_540\\complete,r_560458,wd_1,16609162,0
a_01_BB_765\\complete,r_560458,wd_1,16609162,0
a_01_BB_770\\complete,r_560458,wd_1,16609162,0
a_01_HOOFD_010\\complete,r_560530,wd_2,16609162,0
a_01_HOOFD_011\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_015\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_020\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_030_1\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_030_2\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_050\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_065_1\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_065_2\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_101\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_110\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_120\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_180\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_195\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_200\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_250\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_260\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_330\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_370\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_375\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_380\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_430\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_480\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_490_1\\complete,r_560530,wd_1,16609162,0
a_01_HOOFD_490_2\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_491\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_495\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_510_1\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_510_2\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_520\\complete,r_560530,wd_3,16609162,0
a_01_HOOFD_530\\complete,r_560530,wd_4,16609162,0
a_01_HOOFD_810\\complete,r_560458,wd_1,16609162,0
a_01_HOOFD_820\\complete,r_560458,wd_1,16609162,0
a_02_DRZ_010\\complete,r_560530,wd_1,16609162,0
a_03_GBH_005\\complete,r_560530,wd_1,16609162,0
a_04_BPT_005\\complete,r_560530,wd_1,16609162,0
a_05_EIND_010\\complete,r_560530,wd_1,16609162,0
a_06_VD_010\\complete,r_560530,wd_1,16609162,0
a_09_AH_I_010\\complete,r_560530,wd_1,16609162,0
a_09_AWB45_005\\complete,r_560530,wd_1,16609162,0
a_11_AH_II_010\\complete,r_560530,wd_1,16609162,0
a_15_NGV_010\\complete,r_560530,wd_1,16609162,0
a_01_BB_540\\complete,r_560530,wd_1,16789201,0
a_01_BB_770\\complete,r_560530,wd_1,16789201,0
a_01_BB_775\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_010\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_011\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_015\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_020\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_030_1\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_030_2\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_061\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_065_1\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_065_2\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_099\\complete,r_560458,wd_3,16789201,0
a_01_HOOFD_100\\complete,r_560458,wd_3,16789201,0
a_01_HOOFD_110_1\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_110_2\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_180\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_195\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_196\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_200\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_250_1\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_250_2\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_330\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_370\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_375\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_380\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_430\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_480\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_490_1\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_490_2\\complete,r_560521,wd_2,16789201,0
a_01_HOOFD_490_4\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_490_5\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_491\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_495\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_500\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_510_1\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_510_2\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_510_3\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_510_4\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_515\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_516\\complete,r_560530,wd_0,16789201,0
a_01_HOOFD_519\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_810\\complete,r_560530,wd_1,16789201,0
a_01_HOOFD_814\\complete,r_560458,wd_0,16789201,0
a_01_HOOFD_815\\complete,r_560458,wd_0,16789201,0
a_01_HOOFD_820\\complete,r_560458,wd_0,16789201,0
a_02_DRZ_010\\complete,r_560521,wd_2,16789201,0
a_03_GBH_005\\complete,r_560521,wd_2,16789201,0
a_04_BPT_005\\complete,r_560521,wd_2,16789201,0
a_05_EIND_010\\complete,r_560521,wd_2,16789201,0
a_06_VD_010\\complete,r_560458,wd_3,16789201,0
a_06_VD_020\\complete,r_560458,wd_3,16789201,0
a_06_VD_030_1\\complete,r_560458,wd_3,16789201,0
a_06_VD_030_2\\complete,r_560458,wd_3,16789201,0
a_06_VD_030_4\\complete,r_560458,wd_3,16789201,0
a_06_VD_030_5\\complete,r_560458,wd_2,16789201,0
a_06_VD_035\\complete,r_560458,wd_3,16789201,0
a_06_VD_060_1\\complete,r_560458,wd_3,16789201,0
a_06_VD_060_2\\complete,r_560458,wd_2,16789201,0
a_06_VD_060_3\\complete,r_560458,wd_3,16789201,0
a_08_AWB45_005\\complete,r_560521,wd_2,16789201,0
a_09_AH_I_010\\complete,r_560521,wd_2,16789201,0
a_11_AH_II_010\\complete,r_560521,wd_2,16789201,0
a_01_BB_540\\complete,r_560519,wd_0,19476632,0
a_01_BB_770\\complete,r_560519,wd_0,19476632,0
a_01_BB_775\\complete,r_560519,wd_0,19476632,0
a_01_HOOFD_010\\complete,r_560519,wd_3,19476632,0
a_01_HOOFD_011\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_015\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_020\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_030_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_030_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_061\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_065_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_065_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_099\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_110_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_110_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_180\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_195\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_196\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_200\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_250_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_250_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_330\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_370\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_375\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_380\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_430\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_480\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_490_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_490_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_490_4\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_490_5\\complete,r_560519,wd_1,19476632,0
a_01_HOOFD_491\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_495\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_500\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_510_1\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_510_2\\complete,r_560519,wd_1,19476632,0
a_01_HOOFD_510_2\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_510_3\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_510_4\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_515\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_516\\complete,r_560519,wd_1,19476632,0
a_01_HOOFD_519\\complete,r_560519,wd_4,19476632,0
a_01_HOOFD_810\\complete,r_560519,wd_5,19476632,0
a_01_HOOFD_814\\complete,r_560519,wd_0,19476632,0
a_01_HOOFD_815\\complete,r_560519,wd_0,19476632,0
a_01_HOOFD_820\\complete,r_560519,wd_0,19476632,0
a_02_DRZ_010\\complete,r_560519,wd_4,19476632,0
a_03_GBH_005\\complete,r_560519,wd_4,19476632,0
a_04_BPT_005\\complete,r_560519,wd_4,19476632,0
a_05_EIND_010\\complete,r_560519,wd_4,19476632,0
a_06_VD_010\\complete,r_560519,wd_4,19476632,0
a_06_VD_020\\complete,r_560519,wd_4,19476632,0
a_06_VD_030_1\\complete,r_560519,wd_4,19476632,0
a_06_VD_030_2\\complete,r_560519,wd_4,19476632,0
a_06_VD_030_4\\complete,r_560519,wd_4,19476632,0
a_06_VD_030_5\\complete,r_560519,wd_2,19476632,0
a_06_VD_035\\complete,r_560519,wd_4,19476632,0
a_06_VD_060_1\\complete,r_560519,wd_4,19476632,0
a_06_VD_060_2\\complete,r_560519,wd_2,19476632,0
a_06_VD_060_3\\complete,r_560519,wd_4,19476632,0
a_08_AWB45_005\\complete,r_560519,wd_4,19476632,0
a_09_AH_I_010\\complete,r_560519,wd_4,19476632,0
a_11_AH_II_010\\complete,r_560519,wd_4,19476632,0
a_01_BB_540\\complete,r_560519,wd_0,19836934,0
a_01_BB_770\\complete,r_560519,wd_0,19836934,0
a_01_BB_775\\complete,r_560519,wd_0,19836934,0
a_01_HOOFD_010\\complete,r_560532,wd_0,19836934,0
a_01_HOOFD_011\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_015\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_020\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_030_1\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_030_2\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_061\\complete,r_560532,wd_1,19836934,0
a_01_HOOFD_065_1\\complete,r_560458,wd_3,19836934,0
a_01_HOOFD_065_2\\complete,r_560458,wd_1,19836934,0
a_01_HOOFD_099\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_110_1\\complete,r_560458,wd_3,19836934,0
a_01_HOOFD_110_2\\complete,r_560458,wd_3,19836934,0
a_01_HOOFD_180\\complete,r_560458,wd_3,19836934,0
a_01_HOOFD_195\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_196\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_200\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_250_1\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_250_2\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_330\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_370\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_375\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_380\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_430\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_480\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_490_1\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_490_2\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_490_4\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_490_5\\complete,r_560530,wd_3,19836934,0
a_01_HOOFD_491\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_495\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_500\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_510_1\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_510_2\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_510_3\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_510_4\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_515\\complete,r_560530,wd_4,19836934,0
a_01_HOOFD_516\\complete,r_560530,wd_0,19836934,0
